Prefix	Last	First	Suffix	FilingType	StateDst	Year	FilingDate	DocID
	Fremgen	James Lucas		X	CA06	2021	9/15/2021	8218342
Mr.	French	Michael Alexander		C	TX21	2021	6/15/2021	10040947
	Friese	Randall S.		C	AZ02	2021	5/12/2021	10040254
	Frost	Maxwell Alejandro		C	FL10	2021	10/11/2021	10043874
Hon.	Fudge	Marcia L.		E	OH11	2021	3/30/2021	8217913
Hon.	Gabbard	Tulsi		T	HI02	2021	5/3/2021	10039497
Hon.	Gabbard	Tulsi		X	HI02	2021	2/3/2021	30011645
	Gacis	Cherif		D	TX21	2021	9/23/2021	40003250
Hon.	Gallagher	Michael John		P	WI08	2021	4/6/2021	20018529
Hon.	Gallego	Ruben		G	AZ07	2021	7/22/2021	50000145
	Galluch	David		C	PA05	2021	8/25/2021	10040504
	Galluch	David		X	PA05	2021	6/1/2021	30014929
Hon.	Garbarino	Andrew		P	NY02	2021	5/24/2021	20018802
Hon.	Garbarino	Andrew		P	NY02	2021	7/9/2021	20019056
Mrs.	Garcia	Alia D.		C	TX23	2021	5/17/2021	10040511
Hon.	Garcia	Michael		P	CA25	2021	5/3/2021	20018671
Hon.	Garcia	Michael		P	CA25	2021	7/13/2021	20019082
Hon.	Garcia	Michael		P	CA25	2021	10/26/2021	20019692
	Garcia Holmes	Michelle		C	NM01	2021	10/10/2021	10043838
Mr.	Garza	Mauro Everett Mr		C	TX21	2021	5/6/2021	10040242
	Garza	Rochelle		X	TX34	2021	8/18/2021	30015010
	Garza	Rochelle		X	TX34	2021	10/13/2021	30015115
	Gash	Eric		C	NC11	2021	9/16/2021	10043734
	Gearing	Charles M.		C	TX05	2021	8/13/2021	10040467
	Gearing	Charles M.		X	TX05	2021	6/1/2021	30014924
Hon.	Gianforte	Greg		T	MT00	2021	5/13/2021	8218033
Hon.	Gibbs	Bob		P	OH07	2021	2/18/2021	20018238
Hon.	Gibbs	Bob		P	OH07	2021	4/9/2021	20018545
Hon.	Gibbs	Bob		P	OH07	2021	5/28/2021	20018821
Hon.	Gibbs	Bob		P	OH07	2021	7/7/2021	20019045
	Gibson	Corey		C	WA14	2021	10/4/2021	10043683
	Gibson	Corey		X	WA14	2021	9/13/2021	30015071
	Giglio	David Anthony		A	CA16	2021	10/5/2021	10043851
	Giglio	David Anthony		C	CA16	2021	10/5/2021	10043850
	Godfrey	Aaron Paul		C	OH16	2021	5/12/2021	10040376
	Goenaga-Torres	Santiago David		D	CO05	2021	3/26/2021	8217916
Hon.	Gonzalez	Anthony E.		P	OH16	2021	2/12/2021	20018126
Hon.	Gonzalez	Anthony E.		P	OH16	2021	4/2/2021	20018383
Hon.	Gonzalez	Anthony E.		P	OH16	2021	4/23/2021	20018548
	Gonzalez	Jesus		C	NY06	2021	7/30/2021	10042052
	Gonzalez	Jesus		D	NY06	2021	8/3/2021	40003229
	Gore	Laverne		C	OH11	2021	5/7/2021	10040267
	Gorman	Jeff		C	CA20	2021	10/9/2021	10043619
Hon.	Gottheimer	Josh		P	NJ05	2021	1/7/2021	20017973
Hon.	Gottheimer	Josh		P	NJ05	2021	2/9/2021	20018160
Hon.	Gottheimer	Josh		P	NJ05	2021	3/10/2021	20018333
Hon.	Gottheimer	Josh		P	NJ05	2021	4/21/2021	20018534
Hon.	Gottheimer	Josh		P	NJ05	2021	5/7/2021	20018699
Hon.	Gottheimer	Josh		P	NJ05	2021	6/15/2021	20018854
Hon.	Gottheimer	Josh		P	NJ05	2021	7/15/2021	20019076
Hon.	Gottheimer	Josh		P	NJ05	2021	8/9/2021	20019257
Hon.	Gottheimer	Josh		P	NJ05	2021	9/20/2021	20019479
Hon.	Gottheimer	Josh		P	NJ05	2021	10/13/2021	20019593
	Granger	Dustin		C	LA03	2021	8/1/2021	10041236
Hon.	Graves	Garret		P	LA06	2021	1/28/2021	20018091
Hon.	Graves	Garret		P	LA06	2021	2/22/2021	20018259
Hon.	Graves	Garret		P	LA06	2021	4/15/2021	20018587
	Gray	Charles		C	WY00	2021	8/13/2021	10039676
	Gray	Charles		X	WY00	2021	4/7/2021	30011653
Dr.	Grayson	Dena		C	FL09	2021	8/11/2021	10040397
Dr.	Grayson	Dena MD, PhD MD, PhD		X	FL09	2021	5/18/2021	30014910
Hon.	Green	Mark Dr		P	TN07	2021	1/11/2021	20017867
Hon.	Green	Mark Dr		P	TN07	2021	3/5/2021	20018065
Hon.	Green	Mark Dr		P	TN07	2021	3/20/2021	20018359
Hon.	Green	Mark Dr		P	TN07	2021	3/28/2021	20018471
Hon.	Green	Mark Dr		P	TN07	2021	4/15/2021	20018526
Hon.	Green	Mark Dr		P	TN07	2021	4/15/2021	20018586
Hon.	Green	Mark Dr		P	TN07	2021	4/28/2021	20018602
Hon.	Green	Mark Dr		P	TN07	2021	5/10/2021	20018709
Hon.	Green	Mark Dr		P	TN07	2021	5/17/2021	20018758
Hon.	Green	Mark Dr		P	TN07	2021	6/7/2021	20018798
Hon.	Green	Mark Dr		P	TN07	2021	6/17/2021	20018933
Hon.	Green	Mark Dr		P	TN07	2021	7/13/2021	20019043
Hon.	Green	Mark Dr		P	TN07	2021	8/23/2021	20019349
Hon.	Green	Mark Dr		P	TN07	2021	9/23/2021	20019435
Hon.	Green	Mark Dr		P	TN07	2021	9/30/2021	20019543
Hon.	Green	Mark Dr		P	TN07	2021	10/18/2021	20019606
Hon.	Green	Mark Dr		P	TN07	2021	10/26/2021	20019654
Hon.	Greene	Marjorie Taylor		P	GA14	2021	5/12/2021	20018727
Hon.	Greene	Marjorie Taylor		P	GA14	2021	6/11/2021	20018905
Hon.	Greene	Marjorie Taylor		P	GA14	2021	6/17/2021	20018935
Hon.	Greene	Marjorie Taylor		P	GA14	2021	6/21/2021	20018953
Hon.	Greene	Marjorie Taylor		P	GA14	2021	8/4/2021	20019231
Hon.	Greene	Marjorie Taylor		P	GA14	2021	8/9/2021	20019266
Hon.	Greene	Marjorie Taylor		P	GA14	2021	9/3/2021	20019421
Hon.	Greene	Marjorie Taylor		P	GA14	2021	9/30/2021	20019547
Hon.	Greene	Marjorie Taylor		P	GA14	2021	10/26/2021	20019691
Mrs.	Greene	Marjorie Taylor		P	GA14	2021	2/19/2021	20018243
	Greeson	Jeffrey		C	NH02	2021	10/6/2021	10043861
	Griggs	Joyce		X	GA01	2021	9/13/2021	30015075
Hon.	Grijalva	Raúl M.		P	AZ03	2021	7/14/2021	20019091
Hon.	Grijalva	Raúl M.		P	AZ03	2021	7/22/2021	20019140
	Guillory	Brett J.		C	TX02	2021	9/15/2021	10043681
	Gutierrez	Rex Dale Alexander		C	CA31	2021	9/26/2021	10043804
	Haff	Grayson		D	NC13	2021	9/15/2021	40003246
	Hahn	Kara		C	NY01	2021	9/14/2021	10041121
	Hahn	Kara		X	NY01	2021	7/12/2021	30014974
Hon.	Hall	Kwanza		T	GA05	2021	2/1/2021	10039492
Hon.	Hall	Kwanza		X	GA05	2021	2/1/2021	30011640
	Hanson	Meagan Myers		X	GA06	2021	8/23/2021	30015019
	Harden	R. David		C	MD01	2021	5/18/2021	10040490
Dr.	Harmon	Mark Desmond		C	TN02	2021	7/26/2021	10041809
	Harrison	Brian E.		C	TX06	2021	4/1/2021	10039665
Hon.	Harshbarger	Diana		P	TN01	2021	8/16/2021	8218296
Hon.	Harshbarger	Diana		P	TN01	2021	8/27/2021	8218321
Hon.	Harshbarger	Diana		P	TN01	2021	9/22/2021	8218358
Hon.	Harshbarger	Diana		P	TN01	2021	10/25/2021	8218410
Mr.	Harvey	Stephen G.		C	KY02	2021	7/22/2021	10041715
	Hawk	Danielle Nicole		A	FL03	2021	5/20/2021	8218046
	Hawk	Danielle Nicole		C	FL03	2021	5/20/2021	8218045
	Hawk	Danielle Nicole		D	FL03	2021	5/26/2021	8218063
Hon.	Heck	Denny		T	WA10	2021	1/28/2021	10039420
	Hemphill	James Terrelle		C	OH11	2021	7/15/2021	10041179
Mr.	Henning	Christopher Lee		C	KY02	2021	10/28/2021	10043896
	Henson	Audrey		X	FL13	2021	9/13/2021	30015062
	Henson	Audrey		X	FL13	2021	10/29/2021	30015131
Hon.	Hern	Kevin		P	OK01	2021	1/15/2021	20018029
Hon.	Hern	Kevin		P	OK01	2021	2/17/2021	20018232
Hon.	Hern	Kevin		P	OK01	2021	3/15/2021	20018400
Hon.	Hern	Kevin		P	OK01	2021	4/9/2021	20018550
Hon.	Hern	Kevin		P	OK01	2021	5/17/2021	20018757
Hon.	Hern	Kevin		P	OK01	2021	6/15/2021	20018919
Hon.	Hern	Kevin		P	OK01	2021	7/14/2021	20019089
Hon.	Hern	Kevin		P	OK01	2021	7/30/2021	20019183
Hon.	Hern	Kevin		P	OK01	2021	9/15/2021	20019334
Hon.	Hern	Kevin		P	OK01	2021	9/15/2021	20019490
Hon.	Hern	Kevin		P	OK01	2021	10/7/2021	20019594
	Hernandez	Daniel		C	AZ02	2021	7/7/2021	10041047
Mr.	Herring	Wade Wilkes	II	C	GA01	2021	6/14/2021	10040927
	Heussner	Todd		X	GA10	2021	9/21/2021	30015085
Hon.	Higgins	Brian		P	NY26	2021	8/11/2021	20019288
Hon.	Higgins	Brian		P	NY26	2021	8/11/2021	20019289
Hon.	Hill	James French		P	AR02	2021	4/27/2021	20018570
	Hines	Robert Nicholas		C	NC05	2021	6/25/2021	10040506
	Hinson Arenholz	Ashley		P	IA01	2021	4/5/2021	20018521
	Hites	Becky E.		D	FL09	2021	10/14/2021	8218402
	Hites	Becky E.		W		2021		8218403
	Hodge	Jevin D.		C	AZ06	2021	9/3/2021	10040751
	Hodge	Jevin D.		X	AZ06	2021	6/17/2021	30014937
	Holden	Steven Wesley		C	NY24	2021	7/21/2021	10041652
Hon.	Holding	George		T	NC02	2021	6/29/2021	10040989
	Holic	Jason Kyle		D	FL10	2021	7/26/2021	40003227
Hon.	Hollingsworth	Trey		P	IN09	2021	2/4/2021	8217840
Hon.	Hollingsworth	Trey		P	IN09	2021	3/17/2021	8217902
Hon.	Hollingsworth	Trey		P	IN09	2021	4/14/2021	8217934
Hon.	Hollingsworth	Trey		P	IN09	2021	5/12/2021	8218030
Hon.	Hollingsworth	Trey		P	IN09	2021	6/15/2021	8218112
Hon.	Hollingsworth	Trey		P	IN09	2021	7/27/2021	8218182
Hon.	Hollingsworth	Trey		P	IN09	2021	10/8/2021	8218381
	Holloway	Tammy Allison		C	TX06	2021	4/1/2021	10039704
	Holness	Dale VC		C	FL20	2021	8/13/2021	10040366
	Holness	Dale VC		X	FL20	2021	5/18/2021	30014908
	Honeycutt	Rodney Homer		C	NC11	2021	10/5/2021	10043845
	Hood	Ronald E.		C	OH15	2021	6/30/2021	10040896
	Hood	Ronald E.		X	OH15	2021	6/22/2021	30014961
Hon.	Horn	Kendra		T	OK05	2021	2/1/2021	10039475
	Hotchkiss	Christian David		D	FL13	2021	6/8/2021	40003215
	Hrezi	Muad		C	CT01	2021	5/18/2021	10040275
	Hudson	Jesse Graham		D	MS04	2021	3/25/2021	8217917
	Huff Brown	Gail		X	NH01	2021	10/7/2021	8218388
Hon.	Huizenga	Bill		P	MI02	2021	3/19/2021	8217905
	Hullihan	Jonathan Keith		C	TX08	2021	9/3/2021	10043660
	Hullihan	Jonathan Keith		X	TX08	2021	6/2/2021	8218067
	Hunt	Alexandra		C	PA03	2021	7/28/2021	10039737
Hon.	Hurd	William		T	TX23	2021	2/9/2021	10039524
	Hurless	Denise Lynn		D	WI03	2021	9/22/2021	8218365
	Hurless	Denise Lynn		W		2021		8218366
	Hutson	Jason Wayne		C	TX31	2021	9/17/2021	10043765
	Hutson	Jason Wayne		X	TX31	2021	9/21/2021	30015102
	Hwang	Thomas		C	OH15	2021	7/3/2021	10040741
	Hwang	Thomas		X	OH15	2021	6/15/2021	30014949
	Hyde	Martin		C	FL16	2021	10/29/2021	10043963
	Hyland	Shawn		C	NJ03	2021	10/20/2021	10043882
	Imer	Laurel Anne		C	CO07	2021	7/26/2021	10041817
	Imer	Laurel Anne		D	CO07	2021	5/17/2021	40003196
	Jackson	Natalie		D	FL10	2021	7/7/2021	40003223
	Jackson	Natalie		X	FL10	2021	7/12/2021	30014978
Dr.	Jackson	Phil		C	FL20	2021	8/16/2021	10042930
Hon.	Jacobs	Christopher L.		P	NY27	2021	2/10/2021	20018037
Hon.	Jacobs	Christopher L.		P	NY27	2021	2/17/2021	20018205
Hon.	Jacobs	Christopher L.		P	NY27	2021	6/1/2021	20018738
Hon.	Jacobs	Christopher L.		P	NY27	2021	7/8/2021	20018954
Hon.	Jacobs	Christopher L.		P	NY27	2021	8/13/2021	20019144
Hon.	Jacobs	Christopher L.		P	NY27	2021	9/3/2021	20019355
Hon.	Jacobs	Christopher L.		P	NY27	2021	9/14/2021	20019461
Hon.	Jacobs	Christopher L.		P	NY27	2021	10/25/2021	20019675
Mr.	Jacobs	Matthew		C	CA26	2021	8/13/2021	10039777
Mr.	Jacobs	Matthew		X	CA26	2021	5/11/2021	30014891
	Jacobs	Sara		P	CA53	2021	3/12/2021	20018354
Hon.	Jacobs	Sara		P	CA53	2021	5/28/2021	20018720
Hon.	Jacobs	Sara		P	CA53	2021	7/2/2021	20018865
Hon.	Jacobs	Sara		P	CA53	2021	8/17/2021	20019344
	Jarchow	Ryan		D	TX08	2021	5/13/2021	40003185
	Jedeikin	Mathew Ray		D	CA06	2021	4/21/2021	8217987
	Jedeikin	Mathew Ray		W		2021		8218320
Hon.	Jeffries	Hakeem S.		P	NY08	2021	4/10/2021	20018554
Hon.	Jeffries	Hakeem S.		P	NY08	2021	4/10/2021	20018555
Hon.	Jeffries	Hakeem S.		P	NY08	2021	4/16/2021	20018596
Hon.	Jeffries	Hakeem S.		P	NY08	2021	4/25/2021	20018630
Hon.	Jeffries	Hakeem S.		P	NY08	2021	5/30/2021	20018793
	Johns	Derrick		C	TX31	2021	10/4/2021	10043839
Mr.	Johnson	Alden Patrick		C	MS04	2021	5/3/2021	10039691
Mr.	Johnson	Alden Patrick		D	MS04	2021	4/9/2021	8217940
	Johnson	Elizabeth (Liz)		C	GA12	2021	5/5/2021	10040215
	Johnson	Leif D.		C	WA02	2021	7/26/2021	10041734
	Johnson	Queen		D	NY08	2021	10/29/2021	40003267
	Johnson	Russell (Rusty) Scott Mr		D	IN07	2021	9/8/2021	40003245
	Johnson	Travis E.		C	MN07	2021	7/29/2021	10041993
	Johnson	Travis E.		D	MN07	2021	5/13/2021	40003186
	Jones	Andrew M.	Jr.	X	MO01	2021	9/13/2021	30015060
	Jones	Eric Scott		D	OH13	2021	9/22/2021	40003249
	Jones	Kermit		X	CA04	2021	9/15/2021	8218343
	Joy	Elizabeth L.		A	NY20	2021	5/6/2021	10040246
	Joy	Elizabeth L.		C	NY20	2021	5/4/2021	10040134
Hon.	Joyce	David P.		P	OH14	2021	7/27/2021	20018692
Hon.	Joyce	David P.		P	OH14	2021	9/30/2021	20019546
Mr.	Kail	Evan Berman		C	MN04	2021	6/2/2021	8218073
	Karr	Gregory Blane		C	SC02	2021	10/28/2021	10041447
	Karr	Gregory Blane		X	SC02	2021	8/3/2021	30014995
	Katzenmeyer	Jessica		C	WI05	2021	10/13/2021	10043891
	Kaur	Navjot Pal		C	NY03	2021	5/30/2021	10040710
	Kean	Thomas H.	Jr	X	NJ07	2021	8/3/2021	30015002
Hon.	Keating	William R.		P	MA09	2021	4/27/2021	20018465
Hon.	Keating	William R.		P	MA09	2021	6/15/2021	20018875
Hon.	Keating	William R.		P	MA09	2021	7/20/2021	20019116
	Keeney	Taylor		C	VA07	2021	10/8/2021	10043846
Mr.	Keller	Bryan Eugene		C	WY00	2021	3/1/2021	10039567
	Kelley	Brenden P.		C	OH14	2021	8/13/2021	10040210
	Kelley	Brenden P.		X	OH14	2021	5/11/2021	30014895
	Kelly	Jacquelyn Odessa		C	TN05	2021	5/14/2021	10039779
Hon.	Kelly	Mike		P	PA16	2021	1/25/2021	8217820
Hon.	Kelly	Mike		P	PA16	2021	2/23/2021	8217868
Hon.	Kelly	Mike		P	PA16	2021	4/15/2021	8217939
Hon.	Kelly	Mike		P	PA16	2021	9/24/2021	8218359
Hon.	Kennedy	Joseph P.	III	T	MA04	2021	4/29/2021	8218000
Hon.	Kennedy	Joseph P.	III	X	MA04	2021	4/15/2021	8217980
	Kennedy	Robert James	III	C	PA06	2021	7/1/2021	10041060
Hon.	Khanna	Rohit		P	CA17	2021	2/16/2021	8217856
Hon.	Khanna	Rohit		P	CA17	2021	3/12/2021	8217894
Hon.	Khanna	Rohit		P	CA17	2021	4/16/2021	8217938
Hon.	Khanna	Rohit		P	CA17	2021	5/14/2021	8218031
Hon.	Khanna	Rohit		P	CA17	2021	6/10/2021	8218109
Hon.	Khanna	Rohit		P	CA17	2021	7/13/2021	8218147
Hon.	Khanna	Rohit		P	CA17	2021	8/13/2021	8218261
Hon.	Khanna	Rohit		P	CA17	2021	9/15/2021	8218338
Hon.	Khanna	Rohit		P	CA17	2021	10/14/2021	8218398
	Kheireddine	Moneer		X	FL13	2021	8/23/2021	30015035
	Kiggans	Jennifer		C	VA02	2021	8/8/2021	10040442
	Kiggans	Jennifer		X	VA02	2021	6/1/2021	30014916
	Kiggans	Jennifer		X	VA02	2021	7/19/2021	30014986
Mr.	Kilgore	Daniel McArthur		C	OH15	2021	5/5/2021	8218014
Hon.	King	Peter T.		T	NY02	2021	2/4/2021	8217837
Hon.	King	Peter T.		T	NY02	2021	6/2/2021	8218076
Hon.	King	Steve		T	IA04	2021	2/3/2021	10039510
Hon.	King	Steve		X	IA04	2021	2/3/2021	30011644
Mr.	Kinsey	Craig Robert		C	NC04	2021	6/20/2021	10040890
	Kistner	Tyler		C	MN02	2021	5/17/2021	10040501
	Klippert	Bradley		C	WA04	2021	5/17/2021	10040519
	Konczal	Kevin		X	AZ06	2021	8/23/2021	30015022
	Koprowski	Gene		W	IL16	2021	2/16/2021	7807
	Kovacs	John		X	NV03	2021	8/23/2021	30015038
	Kovic	Robert D.		C	NJ11	2021	5/15/2021	10040478
	Kreiselmaier	Elizabeth		C	WA06	2021	5/14/2021	10040410
	Kumar	Neil		C	AR03	2021	4/29/2021	10040085
	Kumar	Neil		D	AR03	2021	5/11/2021	8218025
	Kunze	Stephanie L.		C	OH15	2021	5/26/2021	10040682
	Kurani	Shrina		X	CA42	2021	9/15/2021	8218345
Hon.	Kustoff	David		P	TN08	2021	2/26/2021	8217876
Hon.	Kustoff	David		P	TN08	2021	6/22/2021	8218126
Hon.	Kustoff	David		P	TN08	2021	8/20/2021	8218311
Hon.	Kustoff	David		P	TN08	2021	10/26/2021	8218411
Hon.	Lamborn	Doug		P	CO05	2021	2/8/2021	8217846
Hon.	Lamborn	Doug		P	CO05	2021	3/19/2021	8217906
Hon.	Lamborn	Doug		P	CO05	2021	5/13/2021	8218028
Hon.	Lamborn	Doug		P	CO05	2021	6/28/2021	8218132
Hon.	Lamborn	Doug		P	CO05	2021	7/27/2021	8218183
Hon.	Lamborn	Doug		P	CO05	2021	9/28/2021	8218370
Hon.	Lamborn	Doug		P	CO05	2021	10/27/2021	8218413
	Lancia	Bob		C	RI02	2021	9/7/2021	10043691
Hon.	Langevin	James R.		P	RI02	2021	1/8/2021	20017921
Hon.	Langevin	James R.		P	RI02	2021	2/17/2021	20018127
Hon.	Langevin	James R.		P	RI02	2021	3/10/2021	20018308
Hon.	Langevin	James R.		P	RI02	2021	4/9/2021	20018522
Hon.	Langevin	James R.		P	RI02	2021	5/13/2021	20018638
Hon.	Langevin	James R.		P	RI02	2021	6/10/2021	20018852
Hon.	Langevin	James R.		P	RI02	2021	7/7/2021	20019035
Hon.	Langevin	James R.		P	RI02	2021	8/14/2021	20019333
Hon.	Langevin	James R.		P	RI02	2021	9/13/2021	20019445
Hon.	Langevin	James R.		P	RI02	2021	10/15/2021	20019600
Mr.	Lapierre	Michael James		C	SC04	2021	9/30/2021	10043795
	Lara	Angel		C	CA21	2021	9/3/2021	10042954
	Lara	Angel		X	CA21	2021	8/23/2021	30015028
	Lare	Jeff		C	OH15	2021	7/2/2021	10040726
Mr.	Larkin	Matt		C	WA08	2021	7/19/2021	10040968
Mr.	Larkin	Matt		X	WA08	2021	6/22/2021	30014964
	Larkins	Juddson		C	SC02	2021	9/7/2021	10043552
	Lassiter	Shawn		C	TX06	2021	4/1/2021	10039699
	Lauf	Catalina		C	IL16	2021	8/13/2021	10040198
	Lauf	Catalina		X	IL16	2021	6/1/2021	30014927
	Lauser	Lucy Esther Joan		D	WA03	2021	5/6/2021	8218017
	Lawson	Jeanine M.		C	VA10	2021	8/13/2021	10042639
Dr.	Lazor	Lawrence Zidovsky		A	CT01	2021	5/30/2021	10040717
Dr.	Lazor	Lawrence Zidovsky		C	CT01	2021	5/29/2021	10040530
Dr.	Lazor	Lawrence Zidovsky		X	CT01	2021	6/8/2021	30014930
	Leathers	Jeffery JD		C	MO04	2021	6/14/2021	10040882
	Leavitt	Karoline		C	NH01	2021	8/13/2021	10043061
	Lee	Denton		C	NC07	2021	5/24/2021	10040604
Hon.	Lee	Susie		P	NV03	2021	1/11/2021	20017980
Hon.	Lee	Susie		P	NV03	2021	2/10/2021	20018168
Hon.	Lee	Susie		P	NV03	2021	3/11/2021	20018329
Hon.	Lee	Susie		P	NV03	2021	5/5/2021	20018528
Hon.	Lee	Susie		P	NV03	2021	5/10/2021	20018701
Hon.	Lee	Susie		P	NV03	2021	6/14/2021	20018866
Hon.	Lee	Susie		P	NV03	2021	7/13/2021	20019023
Hon.	Lee	Susie		P	NV03	2021	8/13/2021	20019238
Hon.	Lee	Susie		P	NV03	2021	9/10/2021	20019426
Hon.	Lee	Susie		P	NV03	2021	9/23/2021	20019513
Hon.	Lee	Susie		P	NV03	2021	10/12/2021	20019586
Hon.	Lee	Susie		P	NV03	2021	10/19/2021	20019647
Mrs.	Lemons-Johnson	Audra		C	MI03	2021	5/13/2021	10040400
	Lenney	Brian		C	ID01	2021	8/19/2021	10043555
	Lentz	Greg		C	CA12	2021	7/3/2021	10041113
Hon.	Letlow	Julia		C	LA05	2021	8/11/2021	10042925
	Levi	Robert		C	TX01	2021	5/14/2021	10040446
	Lewis	Jennifer Lynn		C	VA06	2021	10/4/2021	10043840
	Lindquist	Mark J.		C	MN07	2021	10/31/2021	10043965
	Lindquist	Mark J.		X	MN07	2021	10/7/2021	8218390
Hon.	Lipinski	Daniel		T	IL03	2021	2/3/2021	10039494
	Lira	John		C	TX23	2021	6/24/2021	10040985
	Lira	John		X	TX23	2021	6/29/2021	30014965
Hon.	Loebsack	David		T	IA02	2021	1/28/2021	8217830
Hon.	Lofgren	Zoe		P	CA19	2021	9/10/2021	20019458
Hon.	Lofgren	Zoe		P	CA19	2021	10/7/2021	20019592
	Logan	George S.		C	CT05	2021	9/5/2021	10043680
Mr.	Lombardi	Jack	II	C	IL16	2021	8/16/2021	8218295
Mr.	Lombardi	Jack	II	X	IL16	2021	5/18/2021	30014915
Hon.	Long	Billy		P	MO07	2021	6/16/2021	8218114
	Lopez	Jazmin Nicole		C	CA40	2021	9/2/2021	10043638
Hon.	Lowenthal	Alan S.		P	CA47	2021	1/9/2021	20017999
Hon.	Lowenthal	Alan S.		P	CA47	2021	1/9/2021	20018000
Hon.	Lowenthal	Alan S.		P	CA47	2021	1/9/2021	20018001
Hon.	Lowenthal	Alan S.		P	CA47	2021	1/26/2021	20018081
Hon.	Lowenthal	Alan S.		P	CA47	2021	1/26/2021	20018082
Hon.	Lowenthal	Alan S.		P	CA47	2021	1/26/2021	20018083
Hon.	Lowenthal	Alan S.		P	CA47	2021	2/2/2021	20018129
Hon.	Lowenthal	Alan S.		P	CA47	2021	2/2/2021	20018130
Hon.	Lowenthal	Alan S.		P	CA47	2021	2/2/2021	20018131
Hon.	Lowenthal	Alan S.		P	CA47	2021	2/2/2021	20018132
Hon.	Lowenthal	Alan S.		P	CA47	2021	2/5/2021	20018153
Hon.	Lowenthal	Alan S.		P	CA47	2021	2/5/2021	20018154
Hon.	Lowenthal	Alan S.		P	CA47	2021	2/5/2021	20018155
Hon.	Lowenthal	Alan S.		P	CA47	2021	2/10/2021	20018185
Hon.	Lowenthal	Alan S.		P	CA47	2021	2/10/2021	20018186
Hon.	Lowenthal	Alan S.		P	CA47	2021	2/10/2021	20018187
Hon.	Lowenthal	Alan S.		P	CA47	2021	2/21/2021	20018256
Hon.	Lowenthal	Alan S.		P	CA47	2021	3/5/2021	20018334
Hon.	Lowenthal	Alan S.		P	CA47	2021	3/5/2021	20018335
Hon.	Lowenthal	Alan S.		P	CA47	2021	3/5/2021	20018336
Hon.	Lowenthal	Alan S.		P	CA47	2021	3/17/2021	20018413
Hon.	Lowenthal	Alan S.		P	CA47	2021	3/17/2021	20018414
Hon.	Lowenthal	Alan S.		P	CA47	2021	3/23/2021	20018447
Hon.	Lowenthal	Alan S.		P	CA47	2021	3/23/2021	20018448
Hon.	Lowenthal	Alan S.		P	CA47	2021	3/23/2021	20018449
Hon.	Lowenthal	Alan S.		P	CA47	2021	3/23/2021	20018450
Hon.	Lowenthal	Alan S.		P	CA47	2021	3/23/2021	20018451
Hon.	Lowenthal	Alan S.		P	CA47	2021	3/23/2021	20018452
Hon.	Lowenthal	Alan S.		P	CA47	2021	3/23/2021	20018453
Hon.	Lowenthal	Alan S.		P	CA47	2021	3/28/2021	20018473
Hon.	Lowenthal	Alan S.		P	CA47	2021	3/28/2021	20018474
Hon.	Lowenthal	Alan S.		P	CA47	2021	3/28/2021	20018475
Hon.	Lowenthal	Alan S.		P	CA47	2021	4/4/2021	20018513
Hon.	Lowenthal	Alan S.		P	CA47	2021	4/4/2021	20018514
Hon.	Lowenthal	Alan S.		P	CA47	2021	4/15/2021	20018593
Hon.	Lowenthal	Alan S.		P	CA47	2021	5/17/2021	20018667
Hon.	Lowenthal	Alan S.		P	CA47	2021	5/24/2021	20018803
Hon.	Lowenthal	Alan S.		P	CA47	2021	6/6/2021	20018857
Hon.	Lowenthal	Alan S.		P	CA47	2021	6/13/2021	20018911
Hon.	Lowenthal	Alan S.		P	CA47	2021	6/13/2021	20018912
Hon.	Lowenthal	Alan S.		P	CA47	2021	6/13/2021	20018913
Hon.	Lowenthal	Alan S.		P	CA47	2021	7/5/2021	20019028
Hon.	Lowenthal	Alan S.		P	CA47	2021	7/6/2021	20019033
Hon.	Lowenthal	Alan S.		P	CA47	2021	7/10/2021	20019068
Hon.	Lowenthal	Alan S.		P	CA47	2021	7/15/2021	20019096
Hon.	Lowenthal	Alan S.		P	CA47	2021	7/15/2021	20019097
Hon.	Lowenthal	Alan S.		P	CA47	2021	7/15/2021	20019098
Hon.	Lowenthal	Alan S.		P	CA47	2021	7/16/2021	20019100
Hon.	Lowenthal	Alan S.		P	CA47	2021	8/7/2021	20019253
Hon.	Lowenthal	Alan S.		P	CA47	2021	8/12/2021	20019309
Hon.	Lowenthal	Alan S.		P	CA47	2021	8/30/2021	20019402
Hon.	Lowenthal	Alan S.		P	CA47	2021	8/30/2021	20019403
Hon.	Lowenthal	Alan S.		P	CA47	2021	9/14/2021	20019481
Hon.	Lowenthal	Alan S.		P	CA47	2021	9/14/2021	20019482
Hon.	Lowenthal	Alan S.		P	CA47	2021	9/14/2021	20019483
Hon.	Lowenthal	Alan S.		P	CA47	2021	10/4/2021	20019570
Hon.	Lowenthal	Alan S.		P	CA47	2021	10/7/2021	20019595
Hon.	Lowenthal	Alan S.		P	CA47	2021	10/7/2021	20019596
Hon.	Lowenthal	Alan S.		P	CA47	2021	10/16/2021	20019638
Hon.	Lowey	Nita M.		T	NY17	2021	1/29/2021	10039444
Dr.	Lowry	Robert		C	TX21	2021	7/2/2021	10041089
Dr.	Lowry	Robert		D	TX21	2021	6/28/2021	40003218
	Luevanos	Ruth		C	CA25	2021	7/8/2021	10041278
